clause_id,doc_id,document,source_location,clause_text,domain_markers,domain_marker_evidence,technical_tariff_clause,technical_tariff_evidence,policy_theme,best_theme_candidate,best_theme_score,second_theme_candidate,second_theme_score,score_margin,rule_keyword,top_evidence_keywords,confidence,evidence_strength,audit_note
C00721,UU21_2014,UU No. 21 Tahun 2014,Pasal 1 angka 14,"Pemerintah Pusat, yang selanjutnya disebut Pemerintah adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah pusat","pemerintah pusat, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00774,UU21_2014,UU No. 21 Tahun 2014,Pasal 11 ayat 2,Izin Pemanfaatan Langsung sebagaimana dimaksud pada ayat (1) diberikan oleh Menteri untuk Pemanfaatan Langsung yang berada pada,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, izin pemanfaatan","izin pemanfaatan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00788,UU21_2014,UU No. 21 Tahun 2014,Pasal 11,ayat (3) dan ayat (4) wajib mendapatkan persetujuan Menteri,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, persetujuan","persetujuan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00798,UU21_2014,UU No. 21 Tahun 2014,Pasal 17 ayat 1,Penetapan Wilayah Kerja oleh Menteri sebagaimana dimaksud dalam Pasal 16 ayat (1) dilakukan berdasarkan hasil Survei Pendahuluan atau Survei Pendahuluan dan Eksplorasi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, penetapan","penetapan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00825,UU21_2014,UU No. 21 Tahun 2014,Pasal 24 ayat 2 huruf a angka 2,"izin untuk memanfaatkan Kawasan Hutan konservasi, dari menteri yang menyelenggarakan urusan pemerintahan di bidang kehutanan",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, urusan pemerintahan","urusan pemerintahan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00833,UU21_2014,UU No. 21 Tahun 2014,Pasal 27 ayat 3,Pengalihan kepemilikan saham sebagaimana dimaksud pada ayat (2) wajib mendapat persetujuan Menteri,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, persetujuan","persetujuan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00846,UU21_2014,UU No. 21 Tahun 2014,Pasal 32 ayat 2 huruf b,menyampaikan hasil Studi Kelayakan kepada Menteri untuk mendapatkan persetujuan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, persetujuan","persetujuan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00001,UU30_2007,UU No. 30 Tahun 2007,Pasal 5,"ayat (1), Pasal 20, Pasal 21, dan Pasal 33 Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00004,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 1,"Energi adalah kemampuan untuk melakukan kerja yang dapat berupa panas, cahaya, mekanika, kimia, dan elektromagnetika",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00005,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 2,"Sumber energi adalah sesuatu yang dapat menghasilkan energi, baik secara langsung maupun melalui proses konversi atau transformasi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00006,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 3,"Sumber daya energi adalah sumber daya alam yang dapat dimanfaatkan, baik sebagai sumber energi maupun sebagai energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00008,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 4,dan batu bara tergaskan (gasified coal),,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00013,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 9,Energi tak terbarukan adalah energi yang berasal dari sumber energi tak terbarukan,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00020,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 16,"Pemanfaatan energi adalah kegiatan menggunakan energi, baik langsung maupun tidak langsung, dari sumber energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00022,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 18,Pengusahaan energi adalah kegiatan menyelenggarakan usaha penyediaan dan/atau pemanfaatan energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00023,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 19,Pengusahaan jasa energi adalah kegiatan menyelenggarakan usaha jasa yang secara langsung atau tidak langsung berkaitan dengan penyediaan dan/atau pemanfaatan energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00039,UU30_2007,UU No. 30 Tahun 2007,Pasal 3 huruf c,tersedianya sumber energi dari dalam negeri dan/atau luar negeri sebagaimana dimaksud pada huruf b untuk,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00041,UU30_2007,UU No. 30 Tahun 2007,Pasal 3 huruf c angka 2,pemenuhan kebutuhan bahan baku industri dalam negeri,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00043,UU30_2007,UU No. 30 Tahun 2007,Pasal 3 huruf e,termanfaatkannya energi secara efisien di semua sektor,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00063,UU30_2007,UU No. 30 Tahun 2007,Pasal 8 ayat 2,Tingkat Kandungan Dalam Negeri,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00064,UU30_2007,UU No. 30 Tahun 2007,Pasal 9 ayat 1,"Tingkat kandungan dalam negeri, baik barang maupun jasa, wajib dimaksimalkan dalam pengusahaan energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00084,UU30_2007,UU No. 30 Tahun 2007,Pasal 12 ayat 4 huruf b,Wakil Ketua: Wakil Presiden,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00088,UU30_2007,UU No. 30 Tahun 2007,Pasal 12 ayat 5 huruf b,delapan orang dari pemangku kepentingan,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00092,UU30_2007,UU No. 30 Tahun 2007,Pasal 13 ayat 3 huruf a,2 (dua) orang dari kalangan akademisi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00093,UU30_2007,UU No. 30 Tahun 2007,Pasal 13 ayat 3 huruf b,2 (dua) orang dari kalangan industri,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00094,UU30_2007,UU No. 30 Tahun 2007,Pasal 13 ayat 3 huruf c,1 (satu) orang dari kalangan teknologi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00096,UU30_2007,UU No. 30 Tahun 2007,Pasal 13 ayat 3 huruf e,2 (dua) orang dari kalangan konsumen,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00098,UU30_2007,UU No. 30 Tahun 2007,Pasal 13 ayat 5,"Penentuan calon, sebagaimana dimaksud pada ayat (4), dilakukan melalui proses penyaringan yang transparan dan akuntabel",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00105,UU30_2007,UU No. 30 Tahun 2007,Pasal 16 ayat 2,Sekretaris jenderal diangkat dan diberhentikan oleh Presiden,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00114,UU30_2007,UU No. 30 Tahun 2007,Pasal 18 ayat 2,Hak dan Peran Masyarakat,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00116,UU30_2007,UU No. 30 Tahun 2007,Pasal 19 ayat 2,"Masyarakat, baik secara perseorangan maupun kelompok, dapat berperan dalam",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00120,UU30_2007,UU No. 30 Tahun 2007,Pasal 20 ayat 1 huruf a,inventarisasi sumber daya energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00121,UU30_2007,UU No. 30 Tahun 2007,Pasal 20 ayat 1 huruf d,"diversifikasi, konservasi, dan intensifikasi sumber energi dan energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00127,UU30_2007,UU No. 30 Tahun 2007,Pasal 21 ayat 1,Pemanfaatan energi dilakukan berdasarkan asas sebagaimana dimaksud dalam Pasal 2 dengan,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00128,UU30_2007,UU No. 30 Tahun 2007,Pasal 21 ayat 1 huruf a,mengoptimalkan seluruh potensi sumber daya energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00129,UU30_2007,UU No. 30 Tahun 2007,Pasal 21 ayat 1 huruf b,"mempertimbangkan aspek teknologi, sosial, ekonomi, konservasi, dan lingkungan",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00130,UU30_2007,UU No. 30 Tahun 2007,Pasal 21 ayat 1 huruf c,memprioritaskan pemenuhan kebutuhan masyarakat dan peningkatan kegiatan ekonomi di daerah penghasil sumber energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00135,UU30_2007,UU No. 30 Tahun 2007,Pasal 23 ayat 1,"Pengusahaan energi meliputi pengusahaan sumber daya energi, sumber energi, dan energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00143,UU30_2007,UU No. 30 Tahun 2007,Pasal 24 ayat 1 huruf b,menjaga dan memelihara fungsi kelestarian lingkungan,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00144,UU30_2007,UU No. 30 Tahun 2007,Pasal 24 ayat 1 huruf c,memfasilitasi kegiatan penelitian dan pengembangan energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00145,UU30_2007,UU No. 30 Tahun 2007,Pasal 24 ayat 1 huruf d,memfasilitasi pendidikan dan pelatihan bidang energi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00177,UU30_2007,UU No. 30 Tahun 2007,Pasal 34,Undang-Undang ini mulai berlaku pada tanggal diundangkan,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00181,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 1,"Energi adalah kemampuan untuk melakukan kerja yang dapat berupa panas, cahaya, mekanika, kimia, dan elektromagnetika",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00182,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 2,"Sumber Energi adalah sesuatu yang dapat menghasilkan Energi, baik secara langsung maupun melalui proses konversi atau transformasi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00183,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 3,"Sumber Daya Energi adalah sumber daya alam yang dapat dimanfaatkan, baik sebagai Sumber Energi maupun sebagai Energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00195,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 15,"Pemanfaatan Energi adalah kegiatan menggunakan Energi, baik langsung maupun tidak langsung dari Sumber Energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00223,PP79_2014,PP No. 79 Tahun 2014,Pasal 2 ayat 3 huruf e,"penelitian, pengembangan, dan penerapan teknologi Energi",,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00230,PP79_2014,PP No. 79 Tahun 2014,Pasal 6 huruf e,Pemanfaatan Energi secara efisien di semua sektor,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00239,PP79_2014,PP No. 79 Tahun 2014,Pasal 8 huruf d,tercapainya pemanfaatan listrik per kapita pada tahun 2025 sekitar 2.500 KWh (dua ribu lima ratus kilo watt hours) dan pada tahun 2050 sekitar 7.000 KWh (tujuh ribu kilo watt hoursl,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00260,PP79_2014,PP No. 79 Tahun 2014,Pasal 11 ayat 1,Prioritas pengembangan Energi dilakukan melalui,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00263,PP79_2014,PP No. 79 Tahun 2014,Pasal 11 ayat 1 huruf c,pengembangan Energi dengan mengutamakan Sumber Daya Energi setempat,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
C00285,PP79_2014,PP No. 79 Tahun 2014,Pasal 12 ayat 1 huruf k,pemanfaatan Sumber Energi berbentuk cair di luar liquified petroleum gas diarahkan untuk sektor transportasi,,,False,,Other/Needs Review,No reliable theme candidate,0.0,No reliable second candidate,0.0,0.0,,,0.0,no_evidence,no keyword matched
